account_no,kwh,avg_temp,dayofweek,quarter,month,year,dayofyear,day,weekofyear,is_weekend,dayofyear_sin,dayofyear_cos,weekofyear_sin,weekofyear_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_mean_30,temp_lag_1,temp_lag_2,temp_lag_3,temp_roll_mean_3,temp_roll_mean_7,temp_kwh_interaction,date
5798051637,40.4516,15.65,4,4,12,2023,356,22,51,0,-0.154308821,0.988022666,-0.12053668,0.992708874,25.271,33.7332,30.4466,36.1572,34.6751,32.5825,31.6267,33.33102857,28.90238667,15.75,15.8,16.05,15.73333333,16.22857143,633.06754,22-12-2023
5798051637,36.2971,18.2,5,4,12,2023,357,23,51,1,-0.137278772,0.990532452,-0.12053668,0.992708874,40.4516,25.271,33.7332,30.4466,36.1572,34.6751,32.5825,33.86168571,29.39208333,15.65,15.75,15.8,16.53333333,16.42142857,660.60722,23-12-2023
5798051637,33.1456,17.95,6,4,12,2023,358,24,51,1,-0.120208045,0.992748722,-0.12053668,0.992708874,36.2971,40.4516,25.271,33.7332,30.4466,36.1572,34.6751,33.64318571,29.67429667,18.2,15.65,15.75,17.26666667,16.52857143,594.96352,24-12-2023
5798051637,30.2022,17.8,0,4,12,2023,359,25,52,0,-0.103101697,0.99467082,6.43E-16,1,33.1456,36.2971,40.4516,25.271,33.7332,30.4466,36.1572,32.79247143,29.86281333,17.95,18.2,15.65,17.98333333,16.74285714,537.59916,25-12-2023
5798051637,34.2059,17.4,1,4,12,2023,360,26,52,0,-0.085964799,0.996298175,6.43E-16,1,30.2022,33.1456,36.2971,40.4516,25.271,33.7332,30.4466,33.32951429,30.12701,17.8,17.95,18.2,17.71666667,16.93571429,595.18266,26-12-2023
5798051637,37.9084,17.75,2,4,12,2023,361,27,52,0,-0.068802427,0.997630305,6.43E-16,1,34.2059,30.2022,33.1456,36.2971,40.4516,25.271,33.7332,33.92597143,30.57894333,17.4,17.8,17.95,17.65,17.21428571,672.8741,27-12-2023
5798051637,41.6117,16.75,3,4,12,2023,362,28,52,0,-0.051619667,0.998666816,6.43E-16,1,37.9084,34.2059,30.2022,33.1456,36.2971,40.4516,25.271,36.26035714,31.10438,17.75,17.4,17.8,17.3,17.35714286,696.995975,28-12-2023
5798051637,42.0833,16.5,4,4,12,2023,363,29,52,0,-0.034421612,0.999407401,6.43E-16,1,41.6117,37.9084,34.2059,30.2022,33.1456,36.2971,40.4516,36.49345714,31.53989333,16.75,17.75,17.4,17,17.47857143,694.37445,29-12-2023
5798051637,39.4003,15.6,5,4,12,2023,364,30,52,1,-0.017213356,0.999851839,6.43E-16,1,42.0833,41.6117,37.9084,34.2059,30.2022,33.1456,36.2971,36.93677143,31.95606,16.5,16.75,17.75,16.28333333,17.10714286,614.64468,30-12-2023
5798051637,32.822,14.15,6,4,12,2023,365,31,52,1,6.43E-16,1,6.43E-16,1,39.4003,42.0833,41.6117,37.9084,34.2059,30.2022,33.1456,36.89054286,32.12493333,15.6,16.5,16.75,15.41666667,16.56428571,464.4313,31-12-2023
5798051637,36.3259,15.15,0,1,1,2024,1,1,1,0,0.017213356,0.999851839,0.12053668,0.992708874,32.822,39.4003,42.0833,41.6117,37.9084,34.2059,30.2022,37.76535714,32.37702,14.15,15.6,16.5,14.96666667,16.18571429,550.337385,01-01-2024
5798051637,34.0157,16.05,1,1,1,2024,2,2,1,0,0.034421612,0.999407401,0.12053668,0.992708874,36.3259,32.822,39.4003,42.0833,41.6117,37.9084,34.2059,37.73818571,32.49305333,15.15,14.15,15.6,15.11666667,15.99285714,545.951985,02-01-2024
5798051637,40.8024,15.55,2,1,1,2024,3,3,1,0,0.051619667,0.998666816,0.12053668,0.992708874,34.0157,36.3259,32.822,39.4003,42.0833,41.6117,37.9084,38.15161429,32.98149667,16.05,15.15,14.15,15.58333333,15.67857143,634.47732,03-01-2024
5798051637,39.9816,17.05,3,1,1,2024,4,4,1,0,0.068802427,0.997630305,0.12053668,0.992708874,40.8024,34.0157,36.3259,32.822,39.4003,42.0833,41.6117,37.91874286,33.51001667,15.55,16.05,15.15,16.21666667,15.72142857,681.68628,04-01-2024
5798051637,43.0933,16.5,4,1,1,2024,5,5,1,0,0.085964799,0.996298175,0.12053668,0.992708874,39.9816,40.8024,34.0157,36.3259,32.822,39.4003,42.0833,38.06302857,34.00231667,17.05,15.55,16.05,16.36666667,15.72142857,711.03945,05-01-2024
5798051637,47.4969,17.15,5,1,1,2024,6,6,1,1,0.103101697,0.99467082,0.12053668,0.992708874,43.0933,39.9816,40.8024,34.0157,36.3259,32.822,39.4003,39.21968571,34.66721667,16.5,17.05,15.55,16.9,15.94285714,814.571835,06-01-2024
5798051637,50.7988,17.35,6,1,1,2024,7,7,1,1,0.120208045,0.992748722,0.12053668,0.992708874,47.4969,43.0933,39.9816,40.8024,34.0157,36.3259,32.822,41.7878,35.52637,17.15,16.5,17.05,17,16.4,881.35918,07-01-2024
5798051637,41.2947,16.45,0,1,1,2024,8,8,2,0,0.137278772,0.990532452,0.239315664,0.970941817,50.7988,47.4969,43.0933,39.9816,40.8024,34.0157,36.3259,42.49762857,35.8212,17.35,17.15,16.5,16.98333333,16.58571429,679.297815,08-01-2024
5798051637,45.1665,16.25,1,1,1,2024,9,9,2,0,0.154308821,0.988022666,0.239315664,0.970941817,41.2947,50.7988,47.4969,43.0933,39.9816,40.8024,34.0157,44.0906,36.41541,16.45,17.35,17.15,16.68333333,16.61428571,733.955625,09-01-2024
5798051637,47.672,16.15,2,1,1,2024,10,10,2,0,0.171293144,0.985220107,0.239315664,0.970941817,45.1665,41.2947,50.7988,47.4969,43.0933,39.9816,40.8024,45.07197143,37.07434333,16.25,16.45,17.35,16.28333333,16.7,769.9028,10-01-2024
5798051637,44.8577,14,3,1,1,2024,11,11,2,0,0.18822671,0.982125606,0.239315664,0.970941817,47.672,45.1665,41.2947,50.7988,47.4969,43.0933,39.9816,45.76855714,37.47136667,16.15,16.25,16.45,15.46666667,16.26428571,628.0078,11-01-2024
5798051637,41.2816,13.6,4,1,1,2024,12,12,2,0,0.2051045,0.97874008,0.239315664,0.970941817,44.8577,47.672,45.1665,41.2947,50.7988,47.4969,43.0933,45.50974286,37.81413667,14,16.15,16.25,14.58333333,15.85,561.42976,12-01-2024
5798051637,41.9859,13.95,5,1,1,2024,13,13,2,1,0.221921513,0.975064532,0.239315664,0.970941817,41.2816,44.8577,47.672,45.1665,41.2947,50.7988,47.4969,44.72245714,38.24644667,13.6,14,16.15,13.85,15.39285714,585.703305,13-01-2024
5798051637,46.553,13.65,6,1,1,2024,14,14,2,1,0.238672766,0.971100052,0.239315664,0.970941817,41.9859,41.2816,44.8577,47.672,45.1665,41.2947,50.7988,44.11591429,38.74399,13.95,13.6,14,13.73333333,14.86428571,635.44845,14-01-2024
5798051637,35.1669,12.4,0,1,1,2024,15,15,3,0,0.255353295,0.966847814,0.354604887,0.935016243,46.553,41.9859,41.2816,44.8577,47.672,45.1665,41.2947,43.24051429,38.83013667,13.65,13.95,13.6,13.33333333,14.28571429,436.06956,15-01-2024
5798051637,33.9514,12.15,1,1,1,2024,16,16,3,0,0.271958158,0.962309077,0.354604887,0.935016243,35.1669,46.553,41.9859,41.2816,44.8577,47.672,45.1665,41.63835714,38.80601333,12.4,13.65,13.95,12.73333333,13.7,412.50951,16-01-2024
5798051637,34.1253,12.6,2,1,1,2024,17,17,3,0,0.288482433,0.957485188,0.354604887,0.935016243,33.9514,35.1669,46.553,41.9859,41.2816,44.8577,47.672,39.70311429,38.73828333,12.15,12.4,13.65,12.38333333,13.19285714,429.97878,17-01-2024
5798051637,51.5581,11.75,3,1,1,2024,18,18,3,0,0.304921225,0.952377576,0.354604887,0.935016243,34.1253,33.9514,35.1669,46.553,41.9859,41.2816,44.8577,40.66031429,39.442,12.6,12.15,12.4,12.16666667,12.87142857,605.807675,18-01-2024
5798051637,77.111,10.55,4,1,1,2024,19,19,3,0,0.321269662,0.946987753,0.354604887,0.935016243,51.5581,34.1253,33.9514,35.1669,46.553,41.9859,41.2816,45.7788,40.88792667,11.75,12.6,12.15,11.63333333,12.43571429,813.52105,19-01-2024
5798051637,62.3966,11.2,5,1,1,2024,20,20,3,1,0.3375229,0.941317318,0.354604887,0.935016243,77.111,51.5581,34.1253,33.9514,35.1669,46.553,41.9859,48.69461429,42.12544667,10.55,11.75,12.6,11.16666667,12.04285714,698.84192,20-01-2024
5798051637,67.7712,11.8,6,1,1,2024,21,21,3,1,0.353676122,0.935367949,0.354604887,0.935016243,62.3966,77.111,51.5581,34.1253,33.9514,35.1669,46.553,51.72578571,43.0361,11.2,10.55,11.75,11.18333333,11.77857143,799.70016,21-01-2024
5798051637,56.6714,12,0,1,1,2024,22,22,4,0,0.369724543,0.929141411,0.464723172,0.885456026,67.7712,62.3966,77.111,51.5581,34.1253,33.9514,35.1669,54.79785714,43.71524333,11.8,11.2,10.55,11.66666667,11.72142857,680.0568,22-01-2024
5798051637,57.1478,12.05,1,1,1,2024,23,23,4,0,0.385663406,0.922639549,0.464723172,0.885456026,56.6714,67.7712,62.3966,77.111,51.5581,34.1253,33.9514,58.11162857,44.51531667,12,11.8,11.2,11.95,11.70714286,688.63099,23-01-2024
5798051637,73.6476,12.75,2,1,1,2024,24,24,4,0,0.401487989,0.915864288,0.464723172,0.885456026,57.1478,56.6714,67.7712,62.3966,77.111,51.5581,34.1253,63.75767143,45.96349667,12.05,12,11.8,12.26666667,11.72857143,939.0069,24-01-2024
5798051637,87.4682,12.7,3,1,1,2024,25,25,4,0,0.417193603,0.908817637,0.464723172,0.885456026,73.6476,57.1478,56.6714,67.7712,62.3966,77.111,51.5581,68.88768571,47.73890667,12.75,12.05,12,12.5,11.86428571,1110.84614,25-01-2024
5798051637,86.7862,13.55,4,1,1,2024,26,26,4,0,0.432775593,0.901501684,0.464723172,0.885456026,87.4682,73.6476,57.1478,56.6714,67.7712,62.3966,77.111,70.26985714,49.36816667,12.7,12.75,12.05,13,12.29285714,1175.95301,26-01-2024
5798051637,85.3173,13.5,5,1,1,2024,27,27,4,1,0.448229342,0.893918597,0.464723172,0.885456026,86.7862,87.4682,73.6476,57.1478,56.6714,67.7712,62.3966,73.54424286,50.82502,13.55,12.7,12.75,13.25,12.62142857,1151.78355,27-01-2024
5798051637,62.0786,14.8,6,1,1,2024,28,28,4,1,0.463550271,0.886070622,0.464723172,0.885456026,85.3173,86.7862,87.4682,73.6476,57.1478,56.6714,67.7712,72.73101429,51.49153,13.5,13.55,12.7,13.95,13.05,918.76328,28-01-2024
5798051637,47.271,15.9,0,1,1,2024,29,29,5,0,0.47873384,0.877960085,0.568064747,0.822983866,62.0786,85.3173,86.7862,87.4682,73.6476,57.1478,56.6714,71.3881,51.75388667,14.8,13.5,13.55,14.73333333,13.60714286,751.6089,29-01-2024
5798051637,38.4524,16.85,1,1,1,2024,30,30,5,0,0.49377555,0.869589389,0.568064747,0.822983866,47.271,62.0786,85.3173,86.7862,87.4682,73.6476,57.1478,68.71732857,51.94156667,15.9,14.8,13.5,15.85,14.29285714,647.92294,30-01-2024
5798051637,37.2196,16.7,2,1,1,2024,31,31,5,0,0.508670944,0.860961016,0.568064747,0.822983866,38.4524,47.271,62.0786,85.3173,86.7862,87.4682,73.6476,63.51332857,51.97135667,16.85,15.9,14.8,16.48333333,14.85714286,621.56732,31-01-2024
5798051637,51.8751,18.3,3,1,2,2024,32,1,5,0,0.523415607,0.852077521,0.568064747,0.822983866,37.2196,38.4524,47.271,62.0786,85.3173,86.7862,87.4682,58.4286,52.56667,16.7,16.85,15.9,17.28333333,15.65714286,949.31433,01-02-2024
5798051637,31.8759,17.8,4,1,2,2024,33,2,5,0,0.538005172,0.842941537,0.568064747,0.822983866,51.8751,37.2196,38.4524,47.271,62.0786,85.3173,86.7862,50.58427143,52.26912,18.3,16.7,16.85,17.6,16.26428571,567.39102,02-02-2024
5798051637,33.2095,17.45,5,1,2,2024,34,3,5,1,0.552435313,0.833555772,0.568064747,0.822983866,31.8759,51.8751,37.2196,38.4524,47.271,62.0786,85.3173,43.1403,52.04338333,17.8,18.3,16.7,17.85,16.82857143,579.505775,03-02-2024
5798051637,44.2745,18.2,6,1,2,2024,35,4,5,1,0.566701756,0.823923006,0.568064747,0.822983866,33.2095,31.8759,51.8751,37.2196,38.4524,47.271,62.0786,40.59685714,52.08275667,17.45,17.8,18.3,17.81666667,17.31428571,805.7959,04-02-2024
5798051637,38.3085,18.65,0,1,2,2024,36,5,6,0,0.580800273,0.814046094,0.663122658,0.748510748,44.2745,33.2095,31.8759,51.8751,37.2196,38.4524,47.271,39.3165,51.77647667,18.2,17.45,17.8,18.1,17.70714286,714.453525,05-02-2024
5798051637,33.5945,18.2,1,1,2,2024,37,6,6,0,0.594726687,0.803927962,0.663122658,0.748510748,38.3085,44.2745,33.2095,31.8759,51.8751,37.2196,38.4524,38.62251429,51.203,18.65,18.2,17.45,18.35,17.9,611.4199,06-02-2024
5798051637,34.7097,15.45,2,1,2,2024,38,7,6,0,0.60847687,0.793571609,0.663122658,0.748510748,33.5945,38.3085,44.2745,33.2095,31.8759,51.8751,37.2196,38.26395714,50.9835,18.2,18.65,18.2,17.43333333,17.72142857,536.264865,07-02-2024
5798051637,34.35,15.45,3,1,2,2024,39,8,6,0,0.622046748,0.782980104,0.663122658,0.748510748,34.7097,33.5945,38.3085,44.2745,33.2095,31.8759,51.8751,35.76037143,50.62295,15.45,18.2,18.65,16.36666667,17.31428571,530.7075,08-02-2024
5798051637,32.2053,14.05,4,1,2,2024,40,9,6,0,0.635432301,0.772156584,0.663122658,0.748510748,34.35,34.7097,33.5945,38.3085,44.2745,33.2095,31.8759,35.80742857,50.10739333,15.45,15.45,18.2,14.98333333,16.77857143,452.484465,09-02-2024
5798051637,33.874,15.45,5,1,2,2024,41,10,6,1,0.648629561,0.761104259,0.663122658,0.748510748,32.2053,34.35,34.7097,33.5945,38.3085,44.2745,33.2095,35.90235714,49.74127,14.05,15.45,15.45,14.98333333,16.49285714,523.3533,10-02-2024
5798051637,33.5971,16,6,1,2,2024,42,11,6,1,0.661634618,0.749826401,0.663122658,0.748510748,33.874,32.2053,34.35,34.7097,33.5945,38.3085,44.2745,34.37701429,49.48512,15.45,14.05,15.45,15.16666667,16.17857143,537.5536,11-02-2024
5798051637,32.5951,17.45,0,1,2,2024,43,12,7,0,0.674443619,0.738326354,0.748510748,0.663122658,33.5971,33.874,32.2053,34.35,34.7097,33.5945,38.3085,33.56081429,49.17209333,16,15.45,14.05,16.3,16.00714286,568.784495,12-02-2024
5798051637,37.2183,20,1,1,2,2024,44,13,7,0,0.687052767,0.726607525,0.748510748,0.663122658,32.5951,33.5971,33.874,32.2053,34.35,34.7097,33.5945,34.0785,48.86093667,17.45,16,15.45,17.81666667,16.26428571,744.366,13-02-2024
5798051637,34.2134,19.7,2,1,2,2024,45,14,7,0,0.699458327,0.714673386,0.748510748,0.663122658,37.2183,32.5951,33.5971,33.874,32.2053,34.35,34.7097,34.0076,48.82915333,20,17.45,16,19.05,16.87142857,674.00398,14-02-2024
5798051637,32.1142,19.15,3,1,2,2024,46,15,7,0,0.711656622,0.702527474,0.748510748,0.663122658,34.2134,37.2183,32.5951,33.5971,33.874,32.2053,34.35,33.6882,48.76791333,19.7,20,17.45,19.61666667,17.4,614.98693,15-02-2024
5798051637,27.3712,18.8,4,1,2,2024,47,16,7,0,0.723644038,0.690173388,0.748510748,0.663122658,32.1142,34.2134,37.2183,32.5951,33.5971,33.874,32.2053,32.99761429,48.54277667,19.15,19.7,20,19.21666667,18.07857143,514.57856,16-02-2024
5798051637,25.6969,19,5,1,2,2024,48,17,7,1,0.735417023,0.677614789,0.748510748,0.663122658,27.3712,32.1142,34.2134,37.2183,32.5951,33.5971,33.874,31.82945714,47.68073667,18.8,19.15,19.7,18.98333333,18.58571429,488.2411,17-02-2024
5798051637,34.9633,18.7,6,1,2,2024,49,18,7,1,0.746972088,0.664855398,0.748510748,0.663122658,25.6969,27.3712,32.1142,34.2134,37.2183,32.5951,33.5971,32.02462857,46.27581333,19,18.8,19.15,18.83333333,18.97142857,653.81371,18-02-2024
5798051637,25.9035,20.9,0,1,2,2024,50,19,8,0,0.758305808,0.651898996,0.822983866,0.568064747,34.9633,25.6969,27.3712,32.1142,34.2134,37.2183,32.5951,31.06868571,45.05937667,18.7,19,18.8,19.53333333,19.46428571,541.38315,19-02-2024
5798051637,29.2701,22.1,1,1,2,2024,51,20,8,0,0.769414827,0.638749422,0.822983866,0.568064747,25.9035,34.9633,25.6969,27.3712,32.1142,34.2134,37.2183,29.93322857,43.77600667,20.9,18.7,19,20.56666667,19.76428571,646.86921,20-02-2024
5798051637,25.6105,21.7,2,1,2,2024,52,21,8,0,0.780295851,0.625410573,0.822983866,0.568064747,29.2701,25.9035,34.9633,25.6969,27.3712,32.1142,34.2134,28.70424286,42.74064333,22.1,20.9,18.7,21.56666667,20.05,555.74785,21-02-2024
5798051637,24.0739,20.15,3,1,2,2024,53,22,8,0,0.790945657,0.611886401,0.822983866,0.568064747,25.6105,29.2701,25.9035,34.9633,25.6969,27.3712,32.1142,27.55562857,41.63818,21.7,22.1,20.9,21.31666667,20.19285714,485.089085,22-02-2024
5798051637,25.7253,18.7,4,1,2,2024,54,23,8,0,0.801361088,0.598180914,0.822983866,0.568064747,24.0739,25.6105,29.2701,25.9035,34.9633,25.6969,27.3712,27.3205,40.04077,20.15,21.7,22.1,20.18333333,20.17857143,481.06311,23-02-2024
5798051637,29.195,19.25,5,1,2,2024,55,24,8,1,0.811539059,0.584298174,0.822983866,0.568064747,25.7253,24.0739,25.6105,29.2701,25.9035,34.9633,25.6969,27.82022857,38.09833,18.7,20.15,21.7,19.36666667,20.21428571,562.00375,24-02-2024
5798051637,26.6906,17.95,6,1,2,2024,56,25,8,1,0.821476553,0.570242293,0.822983866,0.568064747,29.195,25.7253,24.0739,25.6105,29.2701,25.9035,34.9633,26.63841429,36.09514333,19.25,18.7,20.15,18.63333333,20.10714286,479.09627,25-02-2024
5798051637,24.716,18.75,0,1,2,2024,57,26,9,0,0.831170626,0.556017437,0.885456026,0.464723172,26.6906,29.195,25.7253,24.0739,25.6105,29.2701,25.9035,26.46877143,34.0751,17.95,19.25,18.7,18.65,19.8,463.425,26-02-2024
5798051637,25.2376,19.6,1,1,2,2024,58,27,9,0,0.840618406,0.541627821,0.885456026,0.464723172,24.716,26.6906,29.195,25.7253,24.0739,25.6105,29.2701,25.8927,32.84706667,18.75,17.95,19.25,18.76666667,19.44285714,494.65696,27-02-2024
5798051637,25.1923,19.65,2,1,2,2024,59,28,9,0,0.849817092,0.527077709,0.885456026,0.464723172,25.2376,24.716,26.6906,29.195,25.7253,24.0739,25.6105,25.83295714,32.11111,19.6,18.75,17.95,19.33333333,19.15,495.028695,28-02-2024
5798051637,21.7285,19.95,3,1,2,2024,60,29,9,0,0.858763958,0.512371412,0.885456026,0.464723172,25.1923,25.2376,24.716,26.6906,29.195,25.7253,24.0739,25.4979,31.55364667,19.65,19.6,18.75,19.73333333,19.12142857,433.483575,29-02-2024
5798051637,21.5533,20.1,4,1,3,2024,61,1,9,0,0.867456355,0.497513289,0.885456026,0.464723172,21.7285,25.1923,25.2376,24.716,26.6906,29.195,25.7253,24.9019,31.03143667,19.95,19.65,19.6,19.9,19.32142857,433.22133,01-03-2024
5798051637,23.8548,21.8,5,1,3,2024,62,2,9,1,0.875891705,0.482507742,0.885456026,0.464723172,21.5533,21.7285,25.1923,25.2376,24.716,26.6906,29.195,24.13901429,30.09742667,20.1,19.95,19.65,20.61666667,19.68571429,520.03464,02-03-2024
5798051637,20.8688,21.65,6,1,3,2024,63,3,9,1,0.88406751,0.467359217,0.885456026,0.464723172,23.8548,21.5533,21.7285,25.1923,25.2376,24.716,26.6906,23.30732857,29.73052333,21.8,20.1,19.95,21.18333333,20.21428571,451.80952,03-03-2024
5798051637,25.3259,21.35,0,1,3,2024,64,4,10,0,0.891981346,0.452072204,0.935016243,0.354604887,20.8688,23.8548,21.5533,21.7285,25.1923,25.2376,24.716,23.39445714,29.46773667,21.65,21.8,20.1,21.6,20.58571429,540.707965,04-03-2024
5798051637,20.8362,18.95,1,1,3,2024,65,5,10,0,0.89963087,0.436651232,0.935016243,0.354604887,25.3259,20.8688,23.8548,21.5533,21.7285,25.1923,25.2376,22.76568571,28.68646,21.35,21.65,21.8,20.65,20.49285714,394.84599,05-03-2024
5798051637,19.8855,18.05,2,1,3,2024,66,6,10,0,0.907013813,0.421100871,0.935016243,0.354604887,20.8362,25.3259,20.8688,23.8548,21.5533,21.7285,25.1923,22.00757143,28.07236,18.95,21.35,21.65,19.45,20.26428571,358.933275,06-03-2024
5798051637,22.1693,18.9,3,1,3,2024,67,7,10,0,0.914127988,0.405425728,0.935016243,0.354604887,19.8855,20.8362,25.3259,20.8688,23.8548,21.5533,21.7285,22.07054286,27.69152,18.05,18.95,21.35,18.63333333,20.11428571,418.99977,07-03-2024
5798051637,24.8722,19.9,4,1,3,2024,68,8,10,0,0.920971288,0.38963045,0.935016243,0.354604887,22.1693,19.8855,20.8362,25.3259,20.8688,23.8548,21.5533,22.54467143,27.36360333,18.9,18.05,18.95,18.95,20.08571429,494.95678,08-03-2024
5798051637,17.8044,19.7,5,1,3,2024,69,9,10,1,0.927541684,0.373719715,0.935016243,0.354604887,24.8722,22.1693,19.8855,20.8362,25.3259,20.8688,23.8548,21.68032857,26.81208333,19.9,18.9,18.05,19.5,19.78571429,350.74668,09-03-2024
5798051637,21.1922,20.05,6,1,3,2024,70,10,10,1,0.933837229,0.357698239,0.935016243,0.354604887,17.8044,24.8722,22.1693,19.8855,20.8362,25.3259,20.8688,21.72652857,26.44498,19.7,19.9,18.9,19.88333333,19.55714286,424.90361,10-03-2024
5798051637,18.025,22.35,0,1,3,2024,71,11,11,0,0.939856058,0.341570769,0.970941817,0.239315664,21.1922,17.8044,24.8722,22.1693,19.8855,20.8362,25.3259,20.68354286,25.91668,20.05,19.7,19.9,20.7,19.7,402.85875,11-03-2024
5798051637,24.2312,23.7,1,1,3,2024,72,12,11,0,0.945596387,0.325342085,0.970941817,0.239315664,18.025,21.1922,17.8044,24.8722,22.1693,19.8855,20.8362,21.16854286,25.60448333,22.35,20.05,19.7,22.03333333,20.37857143,574.27944,12-03-2024
5798051637,26.5953,24,2,1,3,2024,73,13,11,0,0.951056516,0.309016994,0.970941817,0.239315664,24.2312,18.025,21.1922,17.8044,24.8722,22.1693,19.8855,22.12708571,25.40449,23.7,22.35,20.05,23.35,21.22857143,638.2872,13-03-2024
5798051637,23.1063,24.8,3,1,3,2024,74,14,11,0,0.956234827,0.292600336,0.970941817,0.239315664,26.5953,24.2312,18.025,21.1922,17.8044,24.8722,22.1693,22.26094286,24.93409,24,23.7,22.35,24.16666667,22.07142857,573.03624,14-03-2024
5798051637,26.8279,24.45,4,1,3,2024,75,15,11,0,0.961129784,0.276096973,0.970941817,0.239315664,23.1063,26.5953,24.2312,18.025,21.1922,17.8044,24.8722,22.54032857,24.68790667,24.8,24,23.7,24.41666667,22.72142857,655.942155,15-03-2024
5798051637,23.0027,24.6,5,1,3,2024,76,16,11,1,0.965739938,0.259511797,0.970941817,0.239315664,26.8279,23.1063,26.5953,24.2312,18.025,21.1922,17.8044,23.28294286,24.38419,24.45,24.8,24,24.61666667,23.42142857,565.86642,16-03-2024
5798051637,23.7393,23.5,6,1,3,2024,77,17,11,1,0.970063922,0.242849722,0.970941817,0.239315664,23.0027,26.8279,23.1063,26.5953,24.2312,18.025,21.1922,23.64681429,24.26312667,24.6,24.45,24.8,24.18333333,23.91428571,557.87355,17-03-2024
5798051637,24.6044,23.75,0,1,3,2024,78,18,12,0,0.974100455,0.226115686,0.992708874,0.12053668,23.7393,23.0027,26.8279,23.1063,26.5953,24.2312,18.025,24.58672857,24.22671,23.5,24.6,24.45,23.95,24.11428571,584.3545,18-03-2024
5798051637,20.4618,24.3,1,1,3,2024,79,19,12,0,0.977848342,0.209314646,0.992708874,0.12053668,24.6044,23.7393,23.0027,26.8279,23.1063,26.5953,24.2312,24.04824286,23.74332667,23.75,23.5,24.6,23.85,24.2,497.22174,19-03-2024
5798051637,24.0103,23.6,2,1,3,2024,80,20,12,0,0.98130647,0.192451582,0.992708874,0.12053668,20.4618,24.6044,23.7393,23.0027,26.8279,23.1063,26.5953,23.67895714,23.68022,24.3,23.75,23.5,23.88333333,24.14285714,566.64308,20-03-2024
5798051637,23.8784,20.35,3,1,3,2024,81,21,12,0,0.984473817,0.17553149,0.992708874,0.12053668,24.0103,20.4618,24.6044,23.7393,23.0027,26.8279,23.1063,23.78925714,23.50049667,23.6,24.3,23.75,22.75,23.50714286,485.92544,21-03-2024
5798051637,22.1965,22.45,4,1,3,2024,82,22,12,0,0.987349442,0.158559385,0.992708874,0.12053668,23.8784,24.0103,20.4618,24.6044,23.7393,23.0027,26.8279,23.12762857,23.38669667,20.35,23.6,24.3,22.13333333,23.22142857,498.311425,22-03-2024
5798051637,23.2614,26.85,5,1,3,2024,83,23,12,1,0.989932495,0.141540295,0.992708874,0.12053668,22.1965,23.8784,24.0103,20.4618,24.6044,23.7393,23.0027,23.16458571,23.35961333,22.45,20.35,23.6,23.21666667,23.54285714,624.56859,23-03-2024
5798051637,25.6534,26.7,6,1,3,2024,84,24,12,1,0.992222209,0.124479264,0.992708874,0.12053668,23.2614,22.1965,23.8784,24.0103,20.4618,24.6044,23.7393,23.43802857,23.35721667,26.85,22.45,20.35,25.33333333,24,684.94578,24-03-2024
5798051637,26.0239,27.2,0,1,3,2024,85,25,13,0,0.994217907,0.107381347,1,-1.61E-16,25.6534,23.2614,22.1965,23.8784,24.0103,20.4618,24.6044,23.64081429,23.25151333,26.7,26.85,22.45,26.91666667,24.49285714,707.85008,25-03-2024
5798051637,24.6959,27.15,1,1,3,2024,86,26,13,0,0.995918996,0.09025161,1,-1.61E-16,26.0239,25.6534,23.2614,22.1965,23.8784,24.0103,20.4618,24.24568571,23.18502333,27.2,26.7,26.85,27.01666667,24.9,670.493685,26-03-2024
5798051637,24.0956,27.55,2,1,3,2024,87,27,13,0,0.997324973,0.07309513,1,-1.61E-16,24.6959,26.0239,25.6534,23.2614,22.1965,23.8784,24.0103,24.25787143,23.16434333,27.15,27.2,26.7,27.3,25.46428571,663.83378,27-03-2024
5798051637,29.7282,29.8,3,1,3,2024,88,28,13,0,0.998435421,0.05591699,1,-1.61E-16,24.0956,24.6959,26.0239,25.6534,23.2614,22.1965,23.8784,25.09355714,23.31403,27.55,27.15,27.2,28.16666667,26.81428571,885.90036,28-03-2024
5798051637,29.0062,29.8,4,1,3,2024,89,29,13,0,0.999250011,0.038722281,1,-1.61E-16,29.7282,24.0956,24.6959,26.0239,25.6534,23.2614,22.1965,26.06637143,23.44116,29.8,27.55,27.15,29.05,27.86428571,864.38476,29-03-2024
5798051637,26.211,29.6,5,1,3,2024,90,30,13,1,0.999768502,0.021516097,1,-1.61E-16,29.0062,29.7282,24.0956,24.6959,26.0239,25.6534,23.2614,26.48774286,23.59057667,29.8,29.8,27.55,29.73333333,28.25714286,775.8456,30-03-2024
5798051637,32.9644,30.85,6,1,3,2024,91,31,13,1,0.99999074,0.004303538,1,-1.61E-16,26.211,29.0062,29.7282,24.0956,24.6959,26.0239,25.6534,27.53217143,23.97094667,29.6,29.8,29.8,30.08333333,28.85,1016.95174,31-03-2024
5798051637,29.1917,29.45,0,2,4,2024,92,1,14,0,0.999916659,-0.012910296,0.992708874,-0.12053668,32.9644,26.211,29.0062,29.7282,24.0956,24.6959,26.0239,27.98471429,24.14884333,30.85,29.6,29.8,29.96666667,29.17142857,859.695565,01-04-2024
